abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The advent of [::generative::] [::artificial::] [::intelligence::] has opened new possibilities for numerous fields. This paper examines the impact of large-scale [::generative::] AI models on both virtual and robot assistants. As these models evolve, there is significant potential to enhance the capabilities of virtual assistants and enable the development of general-purpose robots capable of per...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10771226,Srishti Chaudhary,0,,,IEEE Conferences,10.1109/AIxB62249.2024.00016,199,,,52,,,False,,,,,2-4 Dec. 2024,2024 [::Artificial::] [::Intelligence::] for Business (AIxB),2024,IEEE,51,AI at Your Service: Generative Artificial Intelligence and the Next Generation of Assistants,
"[::Artificial::] [::intelligence::] encapsulates a &#34;black box&#34; of undiscovered knowledge, propelling the exploration of Explainable [::Artificial::] [::Intelligence::] (XAI) in [::generative::] data synthesis and deep learning. Focused on unveiling these &#34;black box&#34; areas, pointed into interpretability and validation in synthetic data generation, shedding light on the intricacies of [::generative:...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10605530,Luís Valina; Brígida Teixeira; Arsénio Reis; Zita Vale; Tiago Pinto,0,,,IEEE Conferences,10.1109/CAI59869.2024.00109,520,,,556,,,False,,,,,25-27 June 2024,2024 IEEE Conference on [::Artificial::] [::Intelligence::] (CAI),2024,IEEE,555,Explainable Artificial Intelligence for Deep Synthetic Data Generation Models,
"[::Artificial::] [::Intelligence::] (AI) has evolved significantly since its inception, tracing its origins back to the mid-20th century with the ambition to simulate human [::intelligence::]. This paper provides a comprehensive overview of AI, beginning with its historical development. It explores AI’s applications across diverse industries, highlighting its transformative impact on healthcare, t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10854839,Angie Viviana Osorio; Fabián Orlando Corredor,0,,,IEEE Conferences,10.1109/CONIITI64189.2024.10854839,64,,,4,,,False,,,,,2-4 Oct. 2024,2024 Congreso Internacional de Innovación y Tendencias en Ingeniería (CONIITI),2024,IEEE,1,"Artificial Intelligence: Applications, Advances in Weather Forecasting, and Emerging Challenges",
"The digitalization and smartization of modern digital systems include the implementation and integration of emerging innovative technologies, such as [::Artificial::] [::Intelligence::]. By incorporating new technologies, the surface attack of the system also expands, and specialized cybersecurity mechanisms and tools are required to counter the potential new threats. This paper introduces a holis...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10475824,Eider Iturbe; Erkuden Rios; Nerea Toledo,0,,,IEEE Conferences,10.1109/CloudCom59040.2023.00054,514,,,297,,,False,,,,,4-6 Dec. 2023,2023 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),2023,IEEE,291,Towards trustworthy Artificial Intelligence: Security risk assessment methodology for Artificial Intelligence systems,
"[::Artificial::] [::Intelligence::] (AI) is a groundbreaking technological advancement of the 21st century, transforming industries such as healthcare, finance, transportation, manufacturing, and communication. It enables machines to mimic human [::intelligence::] through learning, reasoning, problem-solving, perception, and natural language processing. However, AI also presents significant risks,...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11064242,Tariq Jamil; Umnia Tariq,0,,,IEEE Conferences,10.1109/AICCONF64766.2025.11064242,50,,,5,,,False,,,,,13-14 June 2025,2025 3rd Cognitive Models and [::Artificial::] [::Intelligence::] Conference (AICCONF),2025,IEEE,1,The Menace of Artificial Intelligence – A Critical Analysis,
"As technology develops day by day, significant developments have been made in the field of [::artificial::] [::intelligence::] (AI). In particular, machine learning (ML) and deep learning (DL), as the main technologies that form the basis of [::artificial::] [::intelligence::], have offered revolutionary innovations and laid the foundation for future technologies. Traditional [::artificial::] [::i...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10710677,Zeynep Örpek; Büşra Tural; Zeynep Destan,0,,,IEEE Conferences,10.1109/IDAP64064.2024.10710677,1830,,,4,,,False,,,,,21-22 Sept. 2024,2024 8th International [::Artificial::] [::Intelligence::] and Data Processing Symposium (IDAP),2024,IEEE,1,The Language Model Revolution: LLM and SLM Analysis,
"Inspired by Minsky&#39;s Society of Mind, Schmidhuber&#39;s Learning to Think, and other more recent works, this paper proposes and advocates for the concept of natural language-based societies of mind (NLSOMs). We imagine these societies as consisting of a collection of multimodal neural networks, including large language models, which engage in a “mindstorm” to solve problems using a shared natural lang...","{'type': 'open-access', 'message': 'Open Access'}",10903668,Mingchen Zhuge; Haozhe Liu; Francesco Faccio; Dylan R. Ashley; Róbert Csordás; Anand Gopalakrishnan; Abdullah Hamdi; Hasan Abed Al Kader Hammoud; Vincent Herrmann; Kazuki Irie; Louis Kirsch; Bing Li; Guohao Li; Shuming Liu; Jinjie Mai; Piotr Piękos; Aditya A. Ramesh; Imanol Schlag; Weimin Shi; Aleksandar Stanić; Wenyi Wang; Yuhui Wang; Mengmeng Xu; Deng-Ping Fan; Bernard Ghanem; Jürgen Schmidhuber,0,,,TUP Journals,10.26599/CVM.2025.9450460,590,,,81,,,False,,,1,,February 2025,Computational Visual Media,2025,TUP,29,Mindstorms in Natural Language-Based Societies of Mind,11
"As the core of industrial automation, machine vision technology plays an important role in product defect detection. With the rapid progress in the field of [::artificial::] [::intelligence::], the integration of deep learning technology has enabled the rapid development of automatic defect detection technology. This article mainly studies how [::artificial::] [::intelligence::] can assist the pra...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11144591,Dan He; Xinjian Chu,0,,,IEEE Conferences,10.1109/ICAIDT66272.2025.00034,10,,,148,,,False,,,,,28-30 April 2025,2025 2nd International Conference on [::Artificial::] [::Intelligence::] and Digital Technology (ICAIDT),2025,IEEE,144,The Practice of Artificial Intelligence Assisted Machine Vision in Automatic Defect Detection,
"Academic integrity is essential in educational institutes to ensure equal and fair learning. However, the increasing use of [::generative::] [::artificial::] [::intelligence::] (AI) in education has generated concerns about its integrity. The use of [::artificial::] [::intelligence::] (AI) to complete assignments, projects, and evaluations has raised concerns about unfair benefits and the legitima...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10551108,Ajay Dhruv; Sayantika Saha; Shivani Tyagi; Vijal Jain,0,,,IEEE Conferences,10.1109/InCACCT61598.2024.10551108,467,,,92,,,False,,,,,2-3 May 2024,2024 2nd International Conference on Advancement in Computation & Computer Technologies (InCACCT),2024,IEEE,87,Investigating the Transformative Impact of Generative AI on Academic Integrity Across Diverse Educational Domains,
"An antenna inverse design scheme based on [::generative::] [::artificial::] [::intelligence::] (AI) is proposed. The [::generative::] AI uses a diffusion model and incorporates a transformer model to output a series of innovative and practical antenna structures according to the input antenna requirements. To select the optimal structure from a large set of candidates, we further incorporate the C...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10971921,Quanhao Pang; Jun Ouyang; Feng Yang; Shiwen Yang; Jun Hu,0,,,IEEE Early Access Articles,10.1109/LAWP.2025.3562934,446,,,5,,,False,,,99,,,IEEE Antennas and Wireless Propagation Letters,2025,IEEE,1,Inverse Design Method of Antenna Based on Generative Artificial Intelligence,PP
"Most of the business and society processes are under digital transformation. Organizations must change their mindset toward the augmented age and the use of [::artificial::] [::intelligence::] and [::generative::] AI, Gen AI-agents. Integrating [::generative::] [::artificial::] [::intelligence::] tools to support the innovation process is essential when aiming to improve the efficiency of start-up...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10794332,Vesa Salminen; Matti Pyykkönen; Carita Salminen,0,,,IEEE Conferences,10.1109/ICE/ITMC61926.2024.10794332,254,,,6,,,False,,,,,24-28 June 2024,"2024 IEEE International Conference on Engineering, Technology, and Innovation (ICE/ITMC)",2024,IEEE,1,Co-Evolution of Interaction of Human Intelligence and Artificial Intelligence in the Innovation Process,
"The paper presented a comprehensive literature survey on the transformative applications of [::generative::] AI across domains such as data augmentation, education, fashion, and medical documentation. The paper went through different research studies to see how [::generative::] techniques had improved. These methods showed up in many areas, like making custom learning tools, generating datasets, a...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11115694,C.N. Jyothika; Vibha Hugar; Vrishank J. Vasist; M.R. Yashasvini; M. Namratha,0,,,IEEE Conferences,10.23919/INDIACom66777.2025.11115694,39,,,05,,,False,,,,,2-4 April 2025,2025 12th International Conference on Computing for Sustainable Global Development (INDIACom),2025,IEEE,01,Generative Ai in Fashion: a Survey and Cgan Framework for Saree Blouse Design,
"The convergence of [::Artificial::] [::Intelligence::] (AI) and Autonomous Vehicles (AV) are poised to revolutionize the automotive industry, offering safer, more efficient, and sustainable transportation solutions. This review article explores the current state of AVs, role of AI in AV, challenges and hurdles, Real world applications & development, its critical technological components, and their...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10842905,Nikita Zade; Mayur Gawande; Prateek Verma; Swapnil Gundewar,0,,,IEEE Conferences,10.1109/IDICAIEI61867.2024.10842905,264,,,6,,,False,,,,,29-30 Nov. 2024,"2024 2nd DMIHER International Conference on [::Artificial::] [::Intelligence::] in Healthcare, Education and Industry (IDICAIEI)",2024,IEEE,1,The Future of Driving: A Review on the Combination of Artificial Intelligence and Autonomous Vehicles,
